Feature,Normalized.Dispersion
ENSMUSG00000010453,-0.152994775469359
ENSMUSG00000001143,1.1074756105934624
ENSMUSG00000037408,1.8758483302071576
ENSMUSG00000001138,0.21599177344416737
ENSMUSG00000067653,0.27393487268272393
ENSMUSG00000079610,-0.6771871684391957
ENSMUSG00000026121,6.254209732629648
ENSMUSG00000087589,2.9440084235513533
ENSMUSG00000046337,1.236568641773702
ENSMUSG00000061518,-1.1263819305566096
ENSMUSG00000037351,-0.0588734560428259
ENSMUSG00000102416,-0.4555765654113747
ENSMUSG00000104237,NaN
ENSMUSG00000026117,3.2019275269075105
ENSMUSG00000026116,-0.6832166787559081
ENSMUSG00000102930,-1.2044884001679814
ENSMUSG00000050122,0.2709924895820801
ENSMUSG00000026113,0.542616500700289
ENSMUSG00000026112,-0.7270419777374139
ENSMUSG00000026111,1.4312518641324792
ENSMUSG00000026110,0.14229722285042828
ENSMUSG00000026090,-1.4244152420110154
ENSMUSG00000060771,0.002765904010055315
ENSMUSG00000097268,NaN
ENSMUSG00000037216,-1.191880113872478
ENSMUSG00000026088,-1.1773814717520594
ENSMUSG00000026087,0.8806551722806996
ENSMUSG00000058407,-1.5626885771935215
ENSMUSG00000026083,-0.9246468575468062
ENSMUSG00000026082,2.8207932820654733
ENSMUSG00000103804,NaN
ENSMUSG00000037138,1.305161509136895
ENSMUSG00000085391,-1.1335565844739868
ENSMUSG00000085280,-0.23019742334313853
ENSMUSG00000087131,-0.7617979696249734
ENSMUSG00000048814,-0.7901040717089363
ENSMUSG00000026080,-0.5850196294664144
ENSMUSG00000103647,NaN
ENSMUSG00000026078,-0.6664510725323525
ENSMUSG00000026077,12.226139146426137
ENSMUSG00000073702,-0.6677075009680934
ENSMUSG00000003134,1.0096570140306496
ENSMUSG00000003135,0.012051462161205855
ENSMUSG00000085894,4.835140403130725
ENSMUSG00000048234,-0.9205177941124477
ENSMUSG00000050967,1.6634016874258641
ENSMUSG00000057173,-0.038858971398249245
ENSMUSG00000101634,NaN
ENSMUSG00000026074,-0.7056807287816519
ENSMUSG00000026073,1.1482071244200869
ENSMUSG00000097899,-0.9534868393033655
ENSMUSG00000026072,-1.0542369424297648
ENSMUSG00000070942,0.06820595534417831
ENSMUSG00000026068,NaN
ENSMUSG00000026065,0.8294527094512075
ENSMUSG00000026062,NaN
ENSMUSG00000103270,NaN
ENSMUSG00000041945,-1.0338601268463257
ENSMUSG00000079588,NaN
ENSMUSG00000100185,0.6542897075135435
ENSMUSG00000100832,15.524973782180094
ENSMUSG00000053640,-0.34330572619408206
ENSMUSG00000101919,NaN
ENSMUSG00000101299,3.5437850545266296
ENSMUSG00000100180,1.7891304408248871
ENSMUSG00000060424,0.6345670768294605
ENSMUSG00000093436,0.4068175539940661
ENSMUSG00000045515,1.1391908349163486
ENSMUSG00000097063,-0.1931877055350004
ENSMUSG00000099784,-0.6473944179360763
ENSMUSG00000060679,-1.2807174586674466
ENSMUSG00000041907,-0.326664060624818
ENSMUSG00000070939,-1.1090375365869563
ENSMUSG00000041878,-0.9600124180465737
ENSMUSG00000010290,-1.5041247774732138
ENSMUSG00000008136,-0.3945114457546104
ENSMUSG00000066877,-0.045481869629457106
ENSMUSG00000026051,6.74272908915604
ENSMUSG00000100764,-1.2973755489936154
ENSMUSG00000100635,-0.4381765934768701
ENSMUSG00000057363,-0.9421954625452935
ENSMUSG00000041763,-0.8942163782682041
ENSMUSG00000047343,0.3839281811467464
ENSMUSG00000091844,9.045922653371536
ENSMUSG00000026049,-0.7750184832294323
ENSMUSG00000026047,1.3196808666946607
ENSMUSG00000041684,-1.0869090310186946
ENSMUSG00000026048,1.4046246348274876
ENSMUSG00000056870,0.49219757790313423
ENSMUSG00000026043,8.804694588297933
ENSMUSG00000026042,3.967880472699116
ENSMUSG00000025995,-0.8653943606896006
ENSMUSG00000025993,8.368816652114816
ENSMUSG00000041144,-0.411728471230017
ENSMUSG00000101337,1.3479280558387232
ENSMUSG00000025986,4.918499576834778
ENSMUSG00000100213,-1.2397149341055673
ENSMUSG00000099608,-0.6926987925919336
ENSMUSG00000026109,10.746798127502469
ENSMUSG00000100671,NaN
ENSMUSG00000099924,-1.0456044359237224
ENSMUSG00000099625,NaN
ENSMUSG00000101799,0.17175870789566897
ENSMUSG00000045954,2.570356414626403
ENSMUSG00000026107,-0.19538612673015868
ENSMUSG00000101741,4.559969798095443
ENSMUSG00000018417,1.0509199900230084
ENSMUSG00000101724,-0.6577710750937054
ENSMUSG00000100313,1.9055116856418381
ENSMUSG00000062939,0.23380954984978483
ENSMUSG00000109599,-1.4484970172259217
ENSMUSG00000026104,-0.41858350683996504
ENSMUSG00000026103,0.9014615809736066
ENSMUSG00000002881,0.9532342263023613
ENSMUSG00000100120,39.23469188317323
ENSMUSG00000043015,-0.8059610741847848
ENSMUSG00000041439,-0.47566278630326325
ENSMUSG00000100302,0.05665838411521633
ENSMUSG00000026102,-0.8501194153332644
ENSMUSG00000041426,-1.244416088175817
ENSMUSG00000043629,-0.566164011586095
ENSMUSG00000060715,-0.9456240784952981
ENSMUSG00000026098,0.5199758345760532
ENSMUSG00000100763,NaN
ENSMUSG00000026097,-1.0232486767397366
ENSMUSG00000026096,2.2621147703765643
ENSMUSG00000026095,-0.3500249138809864
ENSMUSG00000096141,-1.0856149449798926
ENSMUSG00000026094,0.8182914574091704
ENSMUSG00000042807,3.8037070630592993
ENSMUSG00000025983,-1.0728246425608066
ENSMUSG00000041303,-0.5716279896769638
ENSMUSG00000109809,NaN
ENSMUSG00000073678,1.0933538899509123
ENSMUSG00000052331,1.5011317673586906
ENSMUSG00000101674,-0.7103981718608049
ENSMUSG00000025982,0.5697173452348847
ENSMUSG00000025981,-1.4633873338864023
ENSMUSG00000025980,-0.5657653333345499
ENSMUSG00000073676,0.008370147703208323
ENSMUSG00000025979,-1.7029148824374862
ENSMUSG00000025978,0.9610209991581827
ENSMUSG00000097649,0.33405118869488315
ENSMUSG00000046994,-1.1219139839939358
ENSMUSG00000025977,-0.9807784095553909
ENSMUSG00000038349,22.164469549051756
ENSMUSG00000099950,2.972396082409706
ENSMUSG00000038331,7.390821328041226
ENSMUSG00000087022,4.846277670777199
ENSMUSG00000101429,2.1533079705312415
ENSMUSG00000097519,-1.7110845742357255
ENSMUSG00000038323,-1.2304305225523502
ENSMUSG00000048495,2.622572768707726
ENSMUSG00000025971,-1.3106547448844132
ENSMUSG00000038305,2.174074698054137
ENSMUSG00000054770,0.6516386830261907
ENSMUSG00000026039,3.0606027012088375
ENSMUSG00000063558,-0.7156754457373926
ENSMUSG00000064294,NaN
ENSMUSG00000038242,-0.622431930017061
ENSMUSG00000089822,1.1627674608205791
ENSMUSG00000079554,1.8719325202920298
ENSMUSG00000051223,-1.0124872218051966
ENSMUSG00000026034,-0.4541377052822361
ENSMUSG00000026035,-1.6828690233663723
ENSMUSG00000026036,-1.4555627697284963
ENSMUSG00000026037,-0.8317420200984417
ENSMUSG00000085054,4.5286012818672985
ENSMUSG00000038174,-0.71321262138309
ENSMUSG00000026032,-1.3366167062671717
ENSMUSG00000047528,0.7035718094283056
ENSMUSG00000026031,2.0238108958671
ENSMUSG00000026029,1.5726342768641755
ENSMUSG00000026028,-0.13810021555617139
ENSMUSG00000026027,1.4704644963843365
ENSMUSG00000072295,1.6466743325847655
ENSMUSG00000038079,0.6155624358530423
ENSMUSG00000097573,-1.2770360017276012
ENSMUSG00000079550,13.985862528592586
ENSMUSG00000101586,NaN
ENSMUSG00000026024,-0.6919041853651889
ENSMUSG00000026023,0.7530313874333728
ENSMUSG00000041075,-1.3312179404649247
ENSMUSG00000097819,NaN
ENSMUSG00000047361,1.3854981243467384
ENSMUSG00000099811,NaN
ENSMUSG00000026021,-1.155129774918822
ENSMUSG00000026020,-0.9496495935442973
ENSMUSG00000067336,-0.6148104167441167
ENSMUSG00000041040,0.19946126355526797
ENSMUSG00000026018,0.26964051728242655
ENSMUSG00000026019,-0.3075842752475853
ENSMUSG00000026017,-0.4972922233201327
ENSMUSG00000073664,0.7911465739396126
ENSMUSG00000049439,1.5945325187523176
ENSMUSG00000026782,0.36586238315290215
ENSMUSG00000026014,0.5390303384765041
ENSMUSG00000026011,24.879480283929766
ENSMUSG00000026009,NaN
ENSMUSG00000085447,0.10977605771723802
ENSMUSG00000100965,NaN
ENSMUSG00000052062,10.413985536343796
ENSMUSG00000085842,-1.1496643741328547
ENSMUSG00000025969,16.763949684660584
ENSMUSG00000100811,NaN
ENSMUSG00000040865,-0.37965569045687375
ENSMUSG00000084799,-0.390048318343701
ENSMUSG00000101599,-0.49841450969468937
ENSMUSG00000025968,0.08284890224910285
ENSMUSG00000025967,-0.34665055580139253
ENSMUSG00000046856,-0.8980628998789951
ENSMUSG00000027520,0.30894362101782563
ENSMUSG00000025964,1.2654397836556475
ENSMUSG00000069085,NaN
ENSMUSG00000025963,0.7247479778249939
ENSMUSG00000025962,-1.145158814997802
ENSMUSG00000025961,NaN
ENSMUSG00000025959,1.2891012001433577
ENSMUSG00000086836,-4.578208244834352
ENSMUSG00000101895,5.099019403031026
ENSMUSG00000025958,0.8946421613168098
ENSMUSG00000025956,-1.0423462536169126
ENSMUSG00000101832,-0.793112885179631
ENSMUSG00000087213,-0.42821698586705237
ENSMUSG00000070871,-0.5668212804457775
ENSMUSG00000045005,-0.39195842031125605
ENSMUSG00000051344,0.9927429599079033
ENSMUSG00000073658,NaN
ENSMUSG00000044816,-0.5189347606704799
ENSMUSG00000025950,-1.1251483863408858
ENSMUSG00000025949,1.892296575638185
ENSMUSG00000025946,6.613818553285699
ENSMUSG00000015222,-0.8170042390851865
ENSMUSG00000073656,0.016151063953153775
ENSMUSG00000055567,1.4552216975736536
ENSMUSG00000026005,-1.2733730320261063
ENSMUSG00000026004,0.7837047635673947
ENSMUSG00000026003,2.1128983364563547
ENSMUSG00000061816,0.6096279831743733
ENSMUSG00000026000,-1.5038762389607592
ENSMUSG00000025991,NaN
ENSMUSG00000062209,30.194140471898372
ENSMUSG00000087514,NaN
ENSMUSG00000101156,NaN
ENSMUSG00000025997,5.363285938847102
ENSMUSG00000100815,NaN
ENSMUSG00000099954,-0.3079908065991145
ENSMUSG00000053153,1.2785992105024415
ENSMUSG00000045648,0.7278155767643341
ENSMUSG00000026196,-0.31733913299527505
ENSMUSG00000050296,NaN
ENSMUSG00000026192,-1.2905079569080806
ENSMUSG00000026193,19.740179534208618
ENSMUSG00000073652,-0.5466161995091403
ENSMUSG00000101211,NaN
ENSMUSG00000101764,NaN
ENSMUSG00000102123,0.2649793947880886
ENSMUSG00000039395,-1.1643478843314
ENSMUSG00000026189,-0.9559232063223488
ENSMUSG00000026188,0.2716409677202414
ENSMUSG00000026187,2.1348223701617033
ENSMUSG00000039372,2.7075694147178715
ENSMUSG00000039354,4.687758844522099
ENSMUSG00000110712,-0.6267757442490807
ENSMUSG00000039342,-1.9864035093571906
ENSMUSG00000046330,-1.1175429593570578
ENSMUSG00000039323,2.683774985174585
ENSMUSG00000026185,7.3940238179514015
ENSMUSG00000101968,NaN
ENSMUSG00000101112,NaN
ENSMUSG00000100444,NaN
ENSMUSG00000100301,1.3824764050959966
ENSMUSG00000055322,2.3080522845443947
ENSMUSG00000061815,NaN
ENSMUSG00000026180,NaN
ENSMUSG00000006304,-0.554483603803025
ENSMUSG00000064272,NaN
ENSMUSG00000006299,-1.3839235555513538
ENSMUSG00000026179,3.3420135679541936
ENSMUSG00000006301,-1.0349316027762026
ENSMUSG00000099931,-1.1263535695164124
ENSMUSG00000073650,0.5557252433595468
ENSMUSG00000026177,4.80002363432781
ENSMUSG00000026176,-0.8398443878119135
ENSMUSG00000026175,NaN
ENSMUSG00000033364,-0.10650914088206716
ENSMUSG00000026174,-1.257069456727497
ENSMUSG00000026173,3.4090754591604386
ENSMUSG00000026135,1.4213035711789415
ENSMUSG00000026172,-0.0761861256166988
ENSMUSG00000026171,-0.7007318913780705
ENSMUSG00000033276,-0.718599596004624
ENSMUSG00000033257,-0.7197243882748933
ENSMUSG00000026170,13.66747404007545
ENSMUSG00000026167,1.674438186106523
ENSMUSG00000089964,-0.13013236556914576
ENSMUSG00000090071,-0.2544704076209317
ENSMUSG00000006538,-1.145018098722179
ENSMUSG00000026162,-0.05160878880084914
ENSMUSG00000026205,NaN
ENSMUSG00000033159,1.0302092559768832
ENSMUSG00000049339,-0.05410524849618117
ENSMUSG00000026197,2.451391043011339
ENSMUSG00000026198,4.027273396455697
ENSMUSG00000033124,1.7454696678284927
ENSMUSG00000026199,4.6041010313216875
ENSMUSG00000026200,0.4204400902286887
ENSMUSG00000026201,1.5256362473821825
ENSMUSG00000026202,-0.8639358266838185
ENSMUSG00000096094,NaN
ENSMUSG00000026203,-1.5261740491395026
ENSMUSG00000026204,1.9755775506759752
ENSMUSG00000033061,0.9261202953779835
ENSMUSG00000026209,0.8074536810389067
ENSMUSG00000026208,10.306695668713235
ENSMUSG00000026207,2.1645827870829613
ENSMUSG00000086053,NaN
ENSMUSG00000033021,8.577252275645513
ENSMUSG00000033007,3.338251685203609
ENSMUSG00000032997,-0.9395932853250997
ENSMUSG00000026211,1.8822760632345443
ENSMUSG00000051703,0.4544676797300219
ENSMUSG00000032968,-0.061148684405521646
ENSMUSG00000026213,-0.6613372277517275
ENSMUSG00000006576,0.09654515780894331
ENSMUSG00000100827,NaN
ENSMUSG00000100553,NaN
ENSMUSG00000100534,NaN
ENSMUSG00000026235,3.910076775550805
ENSMUSG00000101849,-0.700251274926028
ENSMUSG00000004872,NaN
ENSMUSG00000032908,0.639234915962528
ENSMUSG00000026245,-0.5984163265387692
ENSMUSG00000090486,0.4590512132021505
ENSMUSG00000012187,NaN
ENSMUSG00000032883,0.8516118702751636
ENSMUSG00000079470,-0.34037182872026533
ENSMUSG00000099706,4.50499347524595
ENSMUSG00000047330,7.24654164958735
ENSMUSG00000050711,1.296943884610903
ENSMUSG00000054702,-0.7026958587907677
ENSMUSG00000073643,-1.4227969418854622
ENSMUSG00000026248,1.2599488999819635
ENSMUSG00000026249,8.77101315218414
ENSMUSG00000099552,NaN
ENSMUSG00000043230,3.914105718849698
ENSMUSG00000004364,-0.12097741398602248
ENSMUSG00000038608,4.103544997630142
ENSMUSG00000054976,4.289026080679011
ENSMUSG00000055980,-0.4010584126173943
ENSMUSG00000026142,1.8629520743388717
ENSMUSG00000067158,-0.626010774908066
ENSMUSG00000079465,-0.7975169105667914
ENSMUSG00000097564,NaN
ENSMUSG00000026150,-1.3807297520996162
ENSMUSG00000101450,-0.7253637012648747
ENSMUSG00000026159,0.19959521595680618
ENSMUSG00000113880,-0.5950183440879723
ENSMUSG00000113973,NaN
ENSMUSG00000038496,5.052263825904705
ENSMUSG00000101315,NaN
ENSMUSG00000026166,NaN
ENSMUSG00000053161,-1.2893257658865391
ENSMUSG00000026163,7.335387461044198
ENSMUSG00000100580,1.9681886473720902
ENSMUSG00000045658,8.83871011340386
ENSMUSG00000036766,7.954702471369526
ENSMUSG00000026219,0.2932804570233194
ENSMUSG00000073633,-0.3256872449453144
ENSMUSG00000026220,-0.7326116423081528
ENSMUSG00000052477,NaN
ENSMUSG00000070034,NaN
ENSMUSG00000026222,NaN
ENSMUSG00000052760,1.8811067086552586
ENSMUSG00000036707,-1.240874523257467
ENSMUSG00000026223,0.35908031448980343
ENSMUSG00000026224,-0.6976306231365206
ENSMUSG00000026226,5.381913023657269
ENSMUSG00000026227,-0.11308366670939264
ENSMUSG00000026229,-1.0853936368764465
ENSMUSG00000026228,14.885388026737283
ENSMUSG00000062590,3.734555933169374
ENSMUSG00000087538,-0.3720603398519405
ENSMUSG00000079445,-1.1005071076183488
ENSMUSG00000026234,0.06010475194552807
ENSMUSG00000073627,-1.057192467770388
ENSMUSG00000026237,11.407748065254525
ENSMUSG00000026238,-1.2635808684241776
ENSMUSG00000026239,-1.9067494608788553
ENSMUSG00000026240,-1.4205914048604569
ENSMUSG00000026241,3.0986288164771008
ENSMUSG00000053333,3.0841922387653518
ENSMUSG00000100768,-0.8456172762840617
ENSMUSG00000099401,-1.0519077574073832
ENSMUSG00000101625,2.3727692335380546
ENSMUSG00000026247,0.8752446116609708
ENSMUSG00000036480,2.2327474057653736
ENSMUSG00000026253,NaN
ENSMUSG00000026254,1.0600696292224783
ENSMUSG00000026255,-0.15523096995728355
ENSMUSG00000048000,-1.5558367916239964
ENSMUSG00000079436,-1.0092290431034228
ENSMUSG00000026258,1.5029686789311214
ENSMUSG00000026259,2.5112977322515526
ENSMUSG00000079434,7.984220021044332
ENSMUSG00000026288,10.89569679397798
ENSMUSG00000026289,0.16358110854046976
ENSMUSG00000056055,-0.622226432082393
ENSMUSG00000070738,1.8320347514765858
ENSMUSG00000005501,4.232207286016814
ENSMUSG00000092220,0.9721120510929679
ENSMUSG00000081984,-1.3939430074372647
ENSMUSG00000079429,5.768988498742553
ENSMUSG00000044783,6.789607498339349
ENSMUSG00000036251,NaN
ENSMUSG00000099553,NaN
ENSMUSG00000062310,1.6823090325924561
ENSMUSG00000049866,1.0016676130064361
ENSMUSG00000097398,NaN
ENSMUSG00000036206,2.2041729630189333
ENSMUSG00000055013,0.6979240229228962
ENSMUSG00000101662,NaN
ENSMUSG00000102009,0.49765034050598767
ENSMUSG00000092627,NaN
ENSMUSG00000067081,-0.8754697689880985
ENSMUSG00000026301,11.204991674621017
ENSMUSG00000100850,NaN
ENSMUSG00000044337,7.016462075046226
ENSMUSG00000101028,0.3897991974807839
ENSMUSG00000034432,-1.5559918334435612
ENSMUSG00000048126,6.382691007758324
ENSMUSG00000026304,-0.11540566518845288
ENSMUSG00000026305,0.3061840242312196
ENSMUSG00000070732,NaN
ENSMUSG00000034353,9.113221144860425
ENSMUSG00000034343,0.7294653406005919
ENSMUSG00000026307,0.9602898818209088
ENSMUSG00000090322,-1.6436528154603547
ENSMUSG00000049515,NaN
ENSMUSG00000047443,NaN
ENSMUSG00000026309,-0.28233253939684283
ENSMUSG00000067071,0.6215084354199268
ENSMUSG00000055866,0.787012874974132
ENSMUSG00000034292,-0.695908282420229
ENSMUSG00000026311,-0.8925967163165803
ENSMUSG00000026313,0.48597202614961305
ENSMUSG00000026260,-0.9536283081405066
ENSMUSG00000073616,-1.361899357595435
ENSMUSG00000044055,NaN
ENSMUSG00000100546,NaN
ENSMUSG00000100781,-0.08157647680988694
ENSMUSG00000034220,0.06448333316987799
ENSMUSG00000101995,1.738699026024975
ENSMUSG00000034212,4.9359848777195205
ENSMUSG00000047067,-1.197451008427112
ENSMUSG00000097251,1.2559768905755864
ENSMUSG00000026269,14.05999149154778
ENSMUSG00000100632,0.47324924785620825
ENSMUSG00000026270,-0.8352987428319234
ENSMUSG00000026271,-0.8176671412574728
ENSMUSG00000014602,1.1635029384809386
ENSMUSG00000084989,NaN
ENSMUSG00000047793,1.7701242337302558
ENSMUSG00000026273,1.9783899625919477
ENSMUSG00000101172,-0.8386797775780291
ENSMUSG00000026274,0.8998395508188896
ENSMUSG00000026275,-1.4625606612156223
ENSMUSG00000034107,NaN
ENSMUSG00000034088,-0.7835668002054597
ENSMUSG00000026276,4.86200059441671
ENSMUSG00000034066,-0.32315884016549595
ENSMUSG00000026277,0.15385763995364105
ENSMUSG00000026278,-0.33091755382908794
ENSMUSG00000026279,-1.462148527524384
ENSMUSG00000101952,-0.7907401850129664
ENSMUSG00000026280,-0.9227198302901342
ENSMUSG00000026281,-0.8042647042223775
ENSMUSG00000026283,1.1595722619585147
ENSMUSG00000073609,-0.611430844945136
ENSMUSG00000094651,NaN
ENSMUSG00000034000,NaN
ENSMUSG00000051185,-1.2602754774680314
ENSMUSG00000040710,0.9391620783655856
ENSMUSG00000100777,NaN
ENSMUSG00000040693,-0.5992890659048563
ENSMUSG00000097814,1.8775304520702696
ENSMUSG00000026331,NaN
ENSMUSG00000044768,-0.9453283353184898
ENSMUSG00000040648,-1.0904011312536739
ENSMUSG00000026333,0.5960164332010535
ENSMUSG00000026335,3.0757225763097917
ENSMUSG00000089706,-0.8615219551686208
ENSMUSG00000100182,NaN
ENSMUSG00000100711,NaN
ENSMUSG00000026336,NaN
ENSMUSG00000100009,-0.8070750625361299
ENSMUSG00000067028,17.351322572022415
ENSMUSG00000050840,9.124419075372023
ENSMUSG00000047496,-0.25427872709668725
ENSMUSG00000097482,-1.7006835048846516
ENSMUSG00000101214,0.9185691378780271
ENSMUSG00000056536,-0.1360557718141397
ENSMUSG00000100672,0.4764907917259787
ENSMUSG00000026319,3.3241151931993573
ENSMUSG00000026321,0.2103424937948482
ENSMUSG00000099843,2.176883831931461
ENSMUSG00000038866,-0.7495858048732842
ENSMUSG00000101583,-1.519039286068317
ENSMUSG00000044340,6.584630671463076
ENSMUSG00000057329,23.172129000526525
ENSMUSG00000054006,-1.9899715236950744
ENSMUSG00000009905,0.8214617542611993
ENSMUSG00000009907,-0.8055212608594509
ENSMUSG00000026315,NaN
ENSMUSG00000086161,NaN
ENSMUSG00000026312,0.9878763362955582
ENSMUSG00000047216,1.3191493340792178
ENSMUSG00000101253,1.5309550128205196
ENSMUSG00000038702,1.9323139586746836
ENSMUSG00000070695,10.803819731435098
ENSMUSG00000100265,NaN
ENSMUSG00000101303,NaN
ENSMUSG00000026374,-0.39506667875716656
ENSMUSG00000026377,-1.920713557687001
ENSMUSG00000099936,NaN
ENSMUSG00000064302,1.1238429261543472
ENSMUSG00000107722,-1.0304648419291333
ENSMUSG00000026380,-0.10586418483400543
ENSMUSG00000048402,6.393439682166005
ENSMUSG00000097408,7.1424313974107285
ENSMUSG00000101179,-0.26651227934174
ENSMUSG00000037035,1.440145914816772
ENSMUSG00000004451,4.074583942199889
ENSMUSG00000098447,-0.7789586600226022
ENSMUSG00000098923,-1.0492419853777262
ENSMUSG00000101731,3.6390968385102442
ENSMUSG00000026383,3.161911074222193
ENSMUSG00000026384,1.4817375867080658
ENSMUSG00000101224,-0.4371349918508695
ENSMUSG00000036975,-0.38158379941075155
ENSMUSG00000036962,1.454335928435289
ENSMUSG00000026387,1.1421604216939238
ENSMUSG00000050777,8.98899247834419
ENSMUSG00000026385,23.60567765552806
ENSMUSG00000026388,-1.1537194753835909
ENSMUSG00000026389,3.250023193935689
ENSMUSG00000036907,NaN
ENSMUSG00000101922,1.9149808277782168
ENSMUSG00000097881,3.7393071999042786
