Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
ENSMUSG00000025909,Sntg1,1.600569420504627,2.330167845567847,0.0000000000000005296542522014289,0.27671194450416714,-2.490237575291972,0.0000000000000007220769791294169,0.6315020150048807,-1.0388015073535257,0.7825511519898932
ENSMUSG00000061024,Rrs1,0.29264477346298845,-0.9932570938521731,0.000023086709707694718,0.6489553936585825,1.1879632973298824,0.00000039374842403750677,0.05262516791707339,-2.263839458234883,0.17814436496173575
ENSMUSG00000025911,Adhfe1,0.02603281727124744,-0.965582135409325,0.11940160963959018,0.05600122686393859,1.1835848568193077,0.04439671536335675,0,-0.3699678090962255,1
ENSMUSG00000079671,2610203C22Rik,0.008079150187628515,-0.7025477295755316,0.7432294583577904,0.013176759262103198,0.9205504509855142,0.5352940628653455,0,1.3772661205238075,1
ENSMUSG00000067879,Vxn,0.18133203754455113,1.0085918772227696,0.006822214041541578,0.08894312501919659,-0.9585951541401001,0.013775325771006004,0.07893775187561008,-0.6608690083629645,1
ENSMUSG00000025912,Mybl1,0.02064671714616176,-3.4751372334724584,0.00000000000000000000014258397431358464,0.26024099542653817,3.5420388277317847,0.00000000000000000000001677481395664138,0.05262516791707339,0.0830830161193492,1
ENSMUSG00000045210,Vcpip1,0.46320461075736824,0.213440657778877,0.709615850467754,0.38871439823204434,-0.2480268669950514,0.6551788301243897,0.4736265112536605,0.12193577436546854,1
ENSMUSG00000097893,1700034P13Rik,0.0116698836043523,-0.895192807517927,0.4972349022202335,0.023059328708680597,1.1131955289279096,0.33262938824050386,0,0.7923036198026514,1
ENSMUSG00000025915,Sgk3,0.12298261952278963,-0.42691328696210373,0.357113588323208,0.17129787040734157,0.4987237860440312,0.2932452311728787,0.10525033583414678,-0.06330647086217445,1
ENSMUSG00000046101,Mcmdc2,0.04129343429232352,0.1516014039610143,0.95949094650476,0.039530277786309596,0.06640131744896927,1,0,-0.6980220067804295,1
ENSMUSG00000098234,Snhg6,1.348320397979781,0.05342003848707344,1,1.4165016206760939,0.10508913982757878,0.7585821007272866,0.36837617541951373,-1.8251142840213062,0.16955768375542063
ENSMUSG00000099032,Tcf24,0.0008976833541809462,-0.7025477295755298,1,0,0.9205504509855142,1,0,4.184621042581412,1
ENSMUSG00000025916,Ppp1r42,0.004488416770904731,-0.11758522885437461,1,0.0032941898155257996,0.3355879502643573,1,0,2.3772661205238075,1
ENSMUSG00000025917,Cops5,1.4327026332727901,-0.26841345234183067,0.28188713628158535,1.8842765744807572,0.42562333016113185,0.06314778706178535,0.4736265112536605,-1.6502657816472772,0.22845142896523593
ENSMUSG00000056763,Cspp1,1.9201446945930438,0.05706660353587556,1,1.9106300930049638,0.005571035399820512,1,1.3419417818853714,-0.5243301754151983,1
ENSMUSG00000067851,Arfgef1,1.1885327609355727,0.27262413358053433,0.3935148491741314,0.9849627548422141,-0.2621418465306761,0.4358592487008931,0.9735656064658577,-0.23278736116017953,1
ENSMUSG00000042501,Cpa6,0.0008976833541809462,-0.7025477295755298,1,0,0.9205504509855142,1,0,4.184621042581412,1
ENSMUSG00000048960,Prex2,0.09156370212645651,-2.7775984348367917,0.00000000004993554156271495,0.6753089121827889,2.774160964003991,0.000000000101359553721186,0.28943842354390364,0.502797002607666,0.8249051265630084
ENSMUSG00000057715,A830018L16Rik,0.43088801000685417,2.078062337249545,0.000000142023269853628,0.09223731483472239,-2.1492465159692555,0.0000003014689940227408,0.15787550375122017,-0.9995458814366802,1
ENSMUSG00000097171,Gm17644,0.0008976833541809462,-0.7025477295755298,1,0,0.9205504509855142,1,0,4.184621042581412,1
ENSMUSG00000016918,Sulf1,0.02782818397960933,0.4900973483668656,0.8912303482201571,0.006588379631051599,-1.6644120497356418,0.3244826684843051,0.10525033583414678,2.4190862962184343,0.39364918520325337
ENSMUSG00000025938,Slco5a1,0.9326930049940031,1.9622680788348397,0.00000000000012590872824991575,0.20753395837812535,-2.1265734611285114,0.00000000000007402524613068651,0.4736265112536605,-0.6746685195663858,0.9895652772533914
ENSMUSG00000099498,Gm29283,0.0008976833541809462,-0.7025477295755298,1,0,0.9205504509855142,1,0,4.184621042581412,1
ENSMUSG00000042414,Prdm14,0.0008976833541809462,-0.7025477295755298,1,0,0.9205504509855142,1,0,4.184621042581412,1
ENSMUSG00000005886,Ncoa2,2.132895649533928,0.49001064533844907,0.04777035114199466,1.5877994910834354,-0.4007801309337342,0.14481668183195825,0.9735656064658577,-1.0487463486061015,0.5907266702012015
ENSMUSG00000101476,Gm29570,0.0017953667083618924,-0.11758522885437372,1,0,0.33558795026435817,1,0,3.599658541860256,1
ENSMUSG00000025935,Tram1,0.3734362753392736,-0.8124253473479045,0.0004775691445237307,0.7148391899690985,0.9608143211992415,0.0000397811821166387,0.18418808770975686,-1.1237179875579961,0.6552416241697628
ENSMUSG00000025937,Lactb2,0.06283783479266623,-0.9451180328496092,0.09331405837910536,0.12188502317445458,0.939659273933219,0.10409114519215222,0.10525033583414678,0.7516616353053052,0.8668701535354041
ENSMUSG00000067813,Xkr9,0,-2.7025477295755307,0.4100821748617046,0.0032941898155257996,2.9205504509855134,0.3709556195720966,0,4.184621042581412,1
ENSMUSG00000025932,Eya1,0.18851350437799871,-2.2246225243412967,0.0000000000000000006103203327572357,0.9783743752111624,2.384831469284207,0.000000000000000000006489432338835286,0.13156291979268347,-1.2191011434695984,0.808673048347784
ENSMUSG00000054493,Gm9947,0.0026930500625428387,-0.7025477295755307,1,0.0032941898155257996,0.9205504509855134,1,0,2.8626929476940486,1
ENSMUSG00000025930,Msc,0.0008976833541809462,-2.2875102302966868,0.33043618596889934,0.0032941898155257996,1.3355879502643573,0.6696487908650641,0.026312583958536695,4.599658541860256,0.3978011179313709
ENSMUSG00000092083,Kcnb2,7.824208115041127,1.6405539435141099,0.0000000000008831396403696139,2.641940232051691,-1.529047924715929,0.00000000024645463905557264,1.473504701678055,-2.1990832498926407,0.07575749073605219
ENSMUSG00000025925,Terf1,0.4434555769653874,-1.0999911688396364,0.00000021634003013866352,1.0442581715216785,1.2590188164643425,0.000000004261192461464142,0.21050067166829356,-1.3107898731614527,0.485825900057602
ENSMUSG00000032719,Sbspon,0.0026930500625428387,-1.7025477295755307,0.295952797535533,0.009882569446577399,1.9205504509855134,0.23314813185956446,0,2.3772661205238075,1
ENSMUSG00000067795,4930444P10Rik,0.08079150187628516,2.4833188157358026,0.000028609468512137547,0.009882569446577399,-2.6030115050714993,0.000051943289573559576,0.026312583958536695,-0.36996780909622595,1
ENSMUSG00000043716,Rpl7,13.853049521720362,-0.31188864425872964,0.16840845581778052,19.060182272632275,0.4961943878472965,0.018901026389507917,2.6049458118951327,-2.544591814330265,0.02374888045549551
ENSMUSG00000025921,Rdh10,0.10772200250171354,-0.03161200574452172,1,0.09882569446577398,-0.1252532386276104,0.9510000615722846,0.18418808770975686,0.9462163032563322,0.6953066615537138
ENSMUSG00000100868,Gm28095,0.0026930500625428387,0.2974522704244702,1,0,-0.07944954901448575,1,0,3.184621042581412,1
ENSMUSG00000025920,Stau2,3.0350674204857793,1.327626257335127,0.0000000032508299717193554,1.1859083335892877,-1.3296889058327772,0.000000020123192158107606,1.3945669498024449,-0.930085298495904,0.6883257216232853
ENSMUSG00000089982,Gm7568,0.008079150187628515,1.619380365311832,0.27458460114129796,0,-1.4013776439018475,0.39223170440553595,0,1.8626929476940495,1
ENSMUSG00000025939,Ube2w,1.918349327884682,1.006351582646877,0.00000999921989967226,1.0244930326285235,-0.8661799343194712,0.00035011248808743204,0.3946887593780504,-2.073356015982567,0.09564349945985136
ENSMUSG00000079658,Eloc,2.6077701438956487,-0.2103532808077493,0.4201466513960321,3.3106607646034285,0.37680368503408523,0.10681975925615214,0.7104397668804907,-1.94134585609393,0.1063110002166501
ENSMUSG00000097744,D030040B21Rik,0.0008976833541809462,-2.2875102302966868,0.283919214265306,0.006588379631051599,2.5055129517066703,0.23419370250451693,0,3.184621042581412,1
ENSMUSG00000025940,Tmem70,0.6867277659484239,-0.003990197012415209,1,0.7477810881243565,0.15725070900584565,0.6368513530802962,0.21050067166829356,-1.6011038635046504,0.3203930990886878
ENSMUSG00000025779,Ly96,0.024237450562885548,-1.8493891179048023,0.00006202964681275352,0.09882569446577398,2.0673918393147854,0.00000701481988373238,0,-0.6733599525461607,1
ENSMUSG00000101640,Gm28376,0.09156370212645651,0.12597180248011552,0.9141380065108801,0.08235474538814498,-0.10693028543659278,0.9709554733402599,0.07893775187561008,0.1846210425814112,1
ENSMUSG00000042686,Jph1,0.20916022152416047,-0.135963758169229,0.8394458312166283,0.22729909727128017,0.12502096432469978,0.8544004342160905,0.23681325562683025,0.26337515399582245,1
ENSMUSG00000025777,Gdap1,1.0287451238913643,1.5662841831323504,0.000000000284936533411159,0.34588993063020895,-1.531438184466221,0.000000005161435169643782,0.34206359146097703,-1.2980428822936028,0.4411796704481657
ENSMUSG00000099899,Gm28784,0.003590733416723785,0.6193803653118319,0.7864750224521109,0,-0.4013776439018475,0.7932014071041186,0,2.8626929476940486,1
ENSMUSG00000067780,Pi15,0.0008976833541809462,-0.7025477295755298,1,0,0.9205504509855142,1,0,4.184621042581412,1
ENSMUSG00000100053,Gm28154,0.003590733416723785,0.6193803653118319,0.7864750224521109,0,-0.4013776439018475,0.7932014071041186,0,2.8626929476940486,1
ENSMUSG00000085125,Gm16070,0.01615830037525703,1.5453797838680545,0.2285704813916822,0.0032941898155257996,-1.3273770624580719,0.31648995937617364,0,0.8626929476940495,1
ENSMUSG00000025776,Crispld1,0.008976833541809462,0.17192138834060966,0.9370037064713368,0.006588379631051599,0.0460813330693739,1,0,1.4841813244403195,1
ENSMUSG00000099895,Gm28153,0.024237450562885548,-0.35462442615522427,0.8005847639995463,0.026353518524206396,0.1835848568193077,1,0.05262516791707339,1.5996585418602551,0.7622513150829274
ENSMUSG00000109887,Gm28756,0.2055694881074367,3.557979820647688,0.00000000005272217506261453,0.009882569446577399,-3.9374305441420585,0.00000000011267201254063667,0.05262516791707339,-1.0946026013517125,1
ENSMUSG00000025774,Crisp4,0.0008976833541809462,-0.7025477295755298,1,0,0.9205504509855142,1,0,4.184621042581412,1
ENSMUSG00000089787,Gm15825,0.01615830037525703,2.5453797838680554,0.03933918769330308,0,-2.327377062458071,0.06281496788528472,0,0.936693529137826,1
ENSMUSG00000042596,Tfap2d,0.37253859198509265,2.2430044864020924,0.00000669262387581451,0.08564893520367078,-2.0250017649921093,0.00010720726244741282,0,-3.60328151681002,0.4101262077897988
ENSMUSG00000025927,Tfap2b,0,-2.7025477295755307,0.4100821748617046,0.0032941898155257996,2.9205504509855134,0.3709556195720966,0,4.184621042581412,1
ENSMUSG00000043760,Pkhd1,0.0017953667083618924,-1.1175852288543746,0.7620827259130557,0.0032941898155257996,1.3355879502643573,0.708877887109134,0,3.184621042581412,1
ENSMUSG00000089914,4930486I03Rik,0,-2.7025477295755307,0.4100821748617046,0.0032941898155257996,2.9205504509855134,0.3709556195720966,0,4.184621042581412,1
ENSMUSG00000041859,Mcm3,0.013465250312714193,-6.6124408133455725,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000014108834096500508,1.577916921636858,6.739978205343693,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000021413584176960625,0.026312583958536695,-2.7666636723855604,0.20045088413394216
ENSMUSG00000097934,6720483E21Rik,0.006283783479266623,1.2974522704244702,0.5777618131626909,0,-1.0794495490144858,0.565227681710437,0,2.184621042581411,1
ENSMUSG00000025931,Paqr8,0.24327218898303643,-1.6865472508818156,0.0000000000056363537329542185,0.8663719214832852,1.8512024042947792,0.00000000000008328083438599814,0.13156291979268347,-1.2938115379859418,0.6696757079188962
ENSMUSG00000041809,Efhc1,0.00718146683344757,-1.9920543467705158,0.014119666560472883,0.032941898155258,2.2100570681804985,0.006165140716608851,0,0.936693529137826,1
ENSMUSG00000041779,Tram2,0.03860038422978069,-2.4329406698182514,0.000000017807244731545097,0.22729909727128017,2.495244616252844,0.000000011740158551310174,0.07893775187561008,0.36444208016622337,1
ENSMUSG00000025933,Tmem14a,0.15978763704420842,-0.12562254791979344,0.8718631339853337,0.19106300930049638,0.31134040401768104,0.4768279765576108,0.026312583958536695,-1.7041222063168475,0.48456705530485145
ENSMUSG00000025934,Gsta3,0.0053861001250856775,-0.895192807517927,0.6598581733251295,0.009882569446577399,1.1131955289279096,0.6127382811625435,0,1.8626929476940495,1
ENSMUSG00000028033,Kcnq5,6.459729416686089,2.116278776580202,0.00000000000043030071695146853,1.2287328011911232,-2.3727429131673317,0.00000000000003688501556125888,3.5785114183609905,-0.603424459331156,1
ENSMUSG00000041670,Rims1,4.115878178919639,2.1430602962403933,0.0000000000000000000817408217161111,0.7971939353572435,-2.3413703345375714,0.000000000000000000015396164779326696,1.9997563808487888,-0.785802377478709,0.8515399579474118
ENSMUSG00000101227,Gm29506,0.013465250312714193,-0.024475824462893314,1,0.013176759262103198,0.24247854587287598,1,0,0.8626929476940495,1
ENSMUSG00000100775,Gm29107,0.008079150187628515,-2.2875102302966877,0.0010205004854316906,0.046118657417361195,2.5055129517066703,0.0003061490723233292,0,0.5996585418602551,1
ENSMUSG00000026158,Ogfrl1,0.43806947684030173,0.10185990843173642,0.8856534816251296,0.43153886583387974,0.007842528781681235,1,0.21050067166829356,-0.921578361250514,0.7890833474265675
ENSMUSG00000099503,Gm28822,0.003590733416723785,-2.965582135409325,0.0004402495607666358,0.036236087970783794,3.1835848568193086,0.00015139732131175704,0,1.1846210425814112,1
ENSMUSG00000026156,B3gat2,0.27469110637936955,-1.1339398417046769,0.00001727798911929012,0.6390728242120051,1.2104681509702555,0.0000063169063038708,0.31575100750244034,-0.08360603247270504,1
ENSMUSG00000026155,Smap1,1.6463512715678554,-0.025890308520643446,1,1.7986276392770866,0.15331011621927704,0.589153077780631,0.7104397668804907,-1.2253759406313187,0.4536230076127929
ENSMUSG00000026154,Sdhaf4,0.6759555656982524,-0.05701635253682835,0.9305405896114861,0.7840171760951403,0.25917483474519015,0.3709556195720966,0.05262516791707339,-3.1846127670843076,0.030002050295385017
ENSMUSG00000026153,Fam135a,1.1642953103726872,0.03961409623647982,1,1.1892025234048136,0.049708931261501915,0.9451199383407155,0.6841271829219541,-0.7565896262109835,0.8796916809204298
ENSMUSG00000026147,Col9a1,0.012567566958533246,-1.6030120560246166,0.022212331266935732,0.04282446760183539,1.8210147774345993,0.007436439426025674,0,0.3772661205238075,1
ENSMUSG00000026141,Col19a1,0.0718146683344757,-0.31689403707778174,0.7339350295406049,0.08894312501919659,0.33558795026435817,0.708877887109134,0.07893775187561008,0.42973354041794254,1
ENSMUSG00000073725,Lmbrd1,0.6795462991149763,0.2561759948459502,0.4401212629607231,0.5731890279014891,-0.23186478216834883,0.5353179453389362,0.5262516791707339,-0.28724767929410855,1
ENSMUSG00000033569,Adgrb3,5.13295341920665,-0.8756365679002109,0.000041772676196345336,9.777155372480573,0.9118303066613791,0.00003454287990554806,6.709708909426857,0.09997872039345035,1
ENSMUSG00000048874,Phf3,1.7064960562979787,0.3642053139941176,0.17098876794742296,1.3901481021518873,-0.2715616181057718,0.3804152164167179,0.8156901027146375,-0.9977733108231177,0.6272700381179551
ENSMUSG00000026064,Ptp4a1,0.030521234042152172,0.42673528736943567,0.697644467958404,0.023059328708680597,-0.208732565959453,0.9105260704723461,0,-0.2076963801973486,1
ENSMUSG00000117310,Ptp4a1,0.0026930500625428387,-1.2875102302966868,0.5386893732607742,0.006588379631051599,1.5055129517066703,0.4665477464884552,0,2.599658541860255,1
ENSMUSG00000086727,4931428L18Rik,0.004488416770904731,0.8824147711456263,0.8005847639995463,0,-0.6644120497356418,0.7932014071041186,0,2.599658541860255,1
ENSMUSG00000100910,Gm29128,0.0008976833541809462,-0.7025477295755298,1,0,0.9205504509855142,1,0,4.184621042581412,1
ENSMUSG00000026058,Khdrbs2,9.079169444186089,3.339566124499935,0.00000000000000000000000000000000000005789765053333287,0.6226018751343761,-3.830394489565175,0.00000000000000000000000000000000000000002553595068743513,3.0785723231487934,-1.2636527861713647,0.4758499684141654
ENSMUSG00000091318,Gm5415,0.00718146683344757,1.4673772718667824,0.4034924506263002,0,-1.249374550456798,0.3918349280503104,0,2.014696041139099,1
ENSMUSG00000102917,Gm37724,0.0008976833541809462,-0.7025477295755298,1,0,0.9205504509855142,1,0,4.184621042581412,1
ENSMUSG00000026134,Prim2,0.5592567296547295,-1.3180123186940311,0.0000000048603566188754275,1.5186215049573937,1.4503713975142092,0.000000000261657354341254,0.4210013433365871,-0.811395443500091,0.9978030387543626
ENSMUSG00000004768,Rab23,0.31598454067169307,0.11712045392092474,0.8788065622376545,0.31624222229047677,0.0447298622062442,1,0.07893775187561008,-1.625950592159736,0.39364918520325337
ENSMUSG00000042215,Bag2,0.18312740425291302,-0.8559576442348269,0.0018004985525456323,0.36565506952336374,1.0344184155437925,0.00013495867190311032,0.05262516791707339,-1.5341972048745354,0.501690797515798
ENSMUSG00000042197,Zfp451,1.5314478022326943,0.5752679948149099,0.018307678099965773,1.0903768289390396,-0.45846248519648547,0.08875909712531266,0.5262516791707339,-1.415999870805642,0.33771376389997
ENSMUSG00000042182,Bend6,0.8133011188879372,2.630557914623317,0.00000000000000000039351396298900484,0.08564893520367078,-3.1778716022546916,0.0000000000000000000011406949078902291,0.4736265112536605,-0.43318471482676213,1
ENSMUSG00000026131,Dst,3.521611798451852,0.8134968304708952,0.00040732739813623803,1.9172184726360153,-0.8675872327597434,0.00033218169610121586,2.7101961477292793,-0.25257083751292453,1
ENSMUSG00000096992,Gm26788,0.0017953667083618924,-3.7025477295755307,0.00005051765204805511,0.036236087970783794,3.9205504509855142,0.00001620226983974549,0,1.3772661205238075,1
ENSMUSG00000102336,Gm37233,0.033214284104695006,0.5453797838680545,0.7230388668823434,0.016470949077629,-0.8164151431806914,0.5314584109822628,0.05262516791707339,1.3433187886004694,0.8317724824787993
ENSMUSG00000042111,Ccdc115,0.4748744943617205,-0.22255478845591714,0.47336232758035807,0.6127193056877988,0.409453188113975,0.1331923108296147,0.07893775187561008,-2.2991947346828456,0.13816544357940444
ENSMUSG00000101711,Gm28306,0.0008976833541809462,-0.7025477295755298,1,0,0.9205504509855142,1,0,4.184621042581412,1
ENSMUSG00000026127,Imp4,0.3518918748389309,-0.4328903815480021,0.11358789842704825,0.527070370484128,0.6257584860356659,0.01553587569596572,0.05262516791707339,-2.3415521269321395,0.15995424845647047
ENSMUSG00000026126,Ptpn18,0.003590733416723785,-5.213509648852911,0.00000000000007027266250529955,0.16470949077628996,4.133544174319713,0.00000000013363726420035999,0.15787550375122017,2.210616251114356,0.31276433529493575
ENSMUSG00000045174,Amer3,0.14093628660640856,3.601233018601572,0.00000000012125720141114657,0.0032941898155257996,-4.401377643901849,0.00000000004295477694251368,0.05262516791707339,-0.543299411981788,1
ENSMUSG00000037509,Arhgef4,0.16248068710675126,-0.7946659315639624,0.03301065424764459,0.2833003241352188,0.7785314461130861,0.046673299802417065,0.26312583958536695,0.577963470760936,0.857884108790607
ENSMUSG00000104002,Gm38336,0.017953667083618924,-0.6321584016841335,0.5552669477749453,0.026353518524206396,0.63104383379053,0.6315859951651478,0.026312583958536695,1.3266400474538393,1
ENSMUSG00000037503,Fam168b,2.1508493166175473,0.31745214389606957,0.2499210956293183,1.821686967985767,-0.2148208356790261,0.5287762925033153,0.9735656064658577,-1.0939506831115693,0.5448114196534748
ENSMUSG00000026123,Plekhb2,0.28277025656699806,0.7432520234740001,0.02325440913785943,0.18118043985391896,-0.5849775822412371,0.10422678710776731,0.05262516791707339,-1.7656918333182356,0.36904662094912605
ENSMUSG00000102531,1110002O04Rik,0,-2.7025477295755307,0.4100821748617046,0.0032941898155257996,2.9205504509855134,0.3709556195720966,0,4.184621042581412,1
ENSMUSG00000103708,Gm33222,0.0008976833541809462,-0.7025477295755298,1,0,0.9205504509855142,1,0,4.184621042581412,1
ENSMUSG00000045216,Hs6st1,0.2953378235255313,-0.06414596989291432,0.9456578456702133,0.31953641210600253,0.13438085881853823,0.7862983354709698,0.21050067166829356,-0.3835462155967666,1
ENSMUSG00000037470,Uggt1,0.5404053792169297,-0.08124338179065427,0.8690886020601956,0.5698948380859633,0.07578156728479324,0.893467705469518,0.5788768470878073,0.10827015645129634,1
ENSMUSG00000047180,Neurl3,0.0008976833541809462,-4.950475243019116,0.00023733455984796396,0.05929541667946439,5.1684779644290995,0.00012742970339638872,0,0.8626929476940495,1
ENSMUSG00000037447,Arid5a,0.008976833541809462,-3.1973124213251096,0.000000001334872602483799,0.09882569446577398,3.4153151427350927,0.00000000009709687753040989,0,-0.17293096203667258,1
ENSMUSG00000102762,4930403P22Rik,0.012567566958533246,0.619380365311831,0.6126385644496011,0.006588379631051599,-0.4013776439018484,0.7691115186081887,0,1.0971582013310721,1
ENSMUSG00000010453,Kansl3,0.5852895469259769,0.18895983333360256,0.6313316124278672,0.5402471297462311,-0.08816676611559471,0.9482807067404402,0.28943842354390364,-0.9046087248431163,0.7717340920238291
ENSMUSG00000001143,Lman2l,0.7208397334072998,0.38626153738232516,0.207664528759514,0.5698948380859633,-0.3142256948067662,0.3709556195720966,0.3946887593780504,-0.7475937093869741,0.9658307538888047
ENSMUSG00000037408,Cnnm4,0.0718146683344757,-0.17005264874851056,0.9125555750134362,0.07906055557261919,0.1720892179814788,0.904288207833284,0.07893775187561008,0.47037552491528833,1
ENSMUSG00000001138,Cnnm3,0.4138320262774162,0.1950050014536513,0.6419376801449553,0.35906668989231216,-0.19290759879776975,0.6826793798152815,0.36837617541951373,-0.06583529717291303,1
ENSMUSG00000067653,Ankrd23,0.022442083854523655,-0.00210801143443895,1,0.019765138893154798,-0.02698212912035025,1,0.026312583958536695,1.1846210425814112,1
ENSMUSG00000079610,Ankrd39,0.10054053566826597,-1.0721933260403604,0.0006441940019870121,0.23059328708680596,1.2248075195458212,0.0000929181939951569,0.05262516791707339,-0.746116294981475,1
ENSMUSG00000026121,Sema4c,0.3716409086309117,0.8651367797137897,0.024477772396614476,0.17459206022286738,-1.0761061059401154,0.007105358213056947,0.4210013433365871,0.401719164248346,0.9174586236229496
ENSMUSG00000087589,D430040D24Rik,0.03680501752141879,-0.21712090240528958,0.8973571851876665,0.04282446760183539,0.3016406183410201,0.7975123964289285,0.026312583958536695,0.40326132905675216,1
ENSMUSG00000046337,Fam178b,0.0017953667083618924,-1.7025477295755307,0.41081924116922236,0.006588379631051599,1.9205504509855142,0.3662141460669015,0,2.8626929476940486,1
ENSMUSG00000061518,Cox5b,4.8465924292229285,-0.11357216634775158,0.7288877217121564,5.791185695694356,0.2927604776900834,0.23037541441476217,0.947253022507321,-2.4112664202060228,0.03373370146590495
ENSMUSG00000037351,Actr1b,0.5260424455500344,-0.33822105063022045,0.20947624865946432,0.7016624307069953,0.4307962566754757,0.09969105611488113,0.36837617541951373,-0.552344551584795,1
ENSMUSG00000102416,4933424G06Rik,0.01615830037525703,0.2234516889806919,0.9892346066327604,0.009882569446577399,-0.4013776439018484,0.8102625512514543,0.026312583958536695,1.725189423944114,1
ENSMUSG00000104237,Gm33533,0.0008976833541809462,-0.7025477295755298,1,0,0.9205504509855142,1,0,4.184621042581412,1
ENSMUSG00000026117,Zap70,0.0026930500625428387,-2.5099026516331344,0.025183242031666483,0.019765138893154798,2.727905373043118,0.014130017860989861,0,1.8626929476940495,1
ENSMUSG00000026116,Tmem131,1.386920782209562,0.3257228361782246,0.24827112104481278,1.149672245618504,-0.2493745504567983,0.44186822913859164,0.7630649347975641,-0.7964704948685244,0.8304081450319261
